"","priority","level","theme","module","indicator","index","type","name","label_english","label_french","hint_english","hint_french","calculation","required","relevant","constraint","default","repeat_count","constraint_message_english","constraint_message_french","appearance","choice_filter","parameters","dataset","function_to_compose","r_package"
"87","1","main","AAP","Priority Needs","% of households reporting preferred priority support from NGOs, by type of support (top 3)",516,"note","aap_priority_support_ngo_note","We will now ask a question to identify specific areas and services where you would appreciate support from humanitarian actors. 

Please note that you can provide a different answer than what you answered in the previous challenges question based on your situation.","Nous allons maintenant vous poser une question afin d'identifier les domaines et les services spécifiques pour lesquels vous souhaiteriez un soutien de la part des acteurs humanitaires. 

Veuillez noter que vous pouvez donner une réponse différente de celle que vous avez donnée à la question précédente sur les défis, en fonction de votre situation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","1","main","AAP","Priority Needs","% of households reporting preferred priority support from NGOs, by type of support (top 3)",517,"select_multiple l_aap_priority_support_ngo","aap_priority_support_ngo","What support (if any) would your household like to receive from humanitarian actors to help manage these issues/challenges?","Quel soutien (le cas échéant) votre ménage souhaiterait-il recevoir de la part des acteurs humanitaires pour l'aider à gérer ces problèmes/défis ?","Up to 3 responses","3 choix au maximum",NA,"TRUE",NA,"not((selected(., 'none') or selected(., 'dnk') or selected(., 'pnta')) and count-selected(.)>1) and count-selected(.)<4",NA,NA,"Cannot select ""None"", ""Prefer not to answer"", ""Don't know"" with any other option

At most 3 selected","Ne peut pas sélectionner ""Aucun"", ""Préfère ne pas répondre"", ""Ne sait pas"" avec une autre réponse.

3 choix maximum",NA,NA,NA,NA,NA,NA
"89","1","main","AAP","Priority Needs","% of households reporting preferred priority support from NGOs, by type of support (top 3)",517,"text","other_aap_priority_support_ngo","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${aap_priority_support_ngo},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","1","main","AAP","Priority Needs","% of households having reported priority needs by most commonly reported preferred modalities of assistance",518,"select_multiple l_aap_preferred_modality","aap_preferred_modality","If your household were to receive humanitarian assistance in the future, what type of assistance would you prefer to receive?","Si votre ménage devait recevoir une aide humanitaire à l'avenir, quel type d'aide préféreriez-vous recevoir ?","Definition of aid / assistance: Any support in the form of goods, cash, services, sensitization activities, counselling or protection provided by local or international NGOs, UN Agencies, civil society organizations or government bodies as a response to an emergency, in complement to the regular provision of such support through the state's social protection apparatus.","Définition de l'aide / assistance : Tout soutien sous forme de biens, d'argent, de services, d'activités de sensibilisation, de conseils ou de protection fourni par des ONG locales ou internationales, des agences des Nations unies, des organisations de la société civile ou des organismes gouvernementaux en réponse à une situation d'urgence, en complément de la fourniture régulière d'un tel soutien par l'intermédiaire de l'appareil de protection sociale de l'État.",NA,"TRUE","(not(selected(${aap_priority_challenge}, ""none"") or selected(${aap_priority_challenge}, ""dnk"") or selected(${aap_priority_challenge}, ""pnta""))) or (not(selected(${aap_priority_support_ngo}, ""none"") or selected(${aap_priority_support_ngo}, ""dnk"") or selected(${aap_priority_support_ngo}, ""pnta"")))","not((selected(., 'do_not_want_assistance') or selected(., 'dnk') or selected(., 'pnta')) and count-selected(.)>1)",NA,NA,"Cannot select ""Do not want to receive humanitarian assistance"", ""Prefer not to answer"", ""Don't know"" with any other option","Ne peut pas sélectionner ""Ne souhaite pas recevoir d'aide humanitaire"", ""Préfère ne pas répondre"", ""Ne sait pas"" avec une autre option",NA,NA,NA,NA,NA,NA
"91","1","main","AAP","Priority Needs","% of households having reported priority needs by most commonly reported preferred modalities of assistance",518,"text","other_aap_preferred_modality","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${aap_preferred_modality},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","1","main","AAP","Assistance Received",NA,519,"select_one l_yn_dnk_pnta","aap_received_assistance_12m","Has your household received aid in the past 12 months?","Votre ménage a-t-il bénéficié d'une aide humanitaire au cours des 12 derniers mois ?","Definition of aid / assistance: Any support in the form of goods, cash, services, sensitization activities, counselling or protection provided by local or international NGOs, UN Agencies, civil society organizations or government bodies as a response to an emergency, in complement to the regular provision of such support through the state's social protection apparatus.","Définition de l'aide / assistance : Tout soutien sous forme de biens, d'argent, de services, d'activités de sensibilisation, de conseils ou de protection fourni par des ONG locales ou internationales, des agences des Nations unies, des organisations de la société civile ou des organismes gouvernementaux en réponse à une situation d'urgence, en complément de la fourniture régulière d'un tel soutien par l'intermédiaire de l'appareil de protection sociale de l'État.",NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","1","main","AAP","Assistance Received",NA,520,"select_one l_aap_received_assistance_date","aap_received_assistance_date","When was the last time your household received any aid?","Quand votre ménage a-t-il reçu une aide humanitaire pour la dernière fois ?",NA,NA,NA,"TRUE","selected(${aap_received_assistance_12m}, 'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","1","main",NA,NA,NA,NA,"end_group","aap","Accountability to affected populations","Redevabilité envers les populations affectées",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","1","main",NA,NA,NA,NA,"begin_group","edu","Education","Education",NA,NA,NA,NA,"${ind_age_schooling_n} >= 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","1","loop",NA,NA,NA,NA,"note","edu_ind_note","This next section will ask questions about the access to education of your children.","La section suivante s'intéresse à l’accès à l’éducation de vos enfants.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","1","loop",NA,NA,NA,NA,"begin_repeat","edu_ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"${hh_size}",NA,NA,NA,NA,NA,NA,NA,NA
"98","1","loop",NA,NA,NA,NA,"calculate","edu_ind_pos",NA,NA,NA,NA,"position(..)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","1","loop",NA,NA,NA,NA,"calculate","edu_person_id",NA,NA,NA,NA,"indexed-repeat(${person_id}, ${roster}, ${edu_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","1","loop",NA,NA,NA,NA,"calculate","edu_ind_age",NA,NA,NA,NA,"indexed-repeat(${ind_age}, ${roster}, ${edu_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","1","loop",NA,NA,NA,NA,"calculate","edu_ind_gender",NA,NA,NA,NA,"indexed-repeat(${ind_gender}, ${roster}, ${edu_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,NA,NA,NA,NA,"calculate","edu_ind_age_schooling",NA,NA,NA,NA,"indexed-repeat(${ind_age_schooling}, ${roster}, ${edu_ind_pos})",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","1","loop","Education","Education - core individual","% children 5 to 18 y.o. who attended school or any early childhood education program at any time during the 2023-2024 school year",73,"select_one l_yn_dnk_pnta","edu_access","Did child of age: ${edu_ind_age} and gender: ${edu_ind_gender} attend school or any early childhood education program at any time during the 2023-2024 school year?","L'enfant d'âge: ${edu_ind_age} et de genre: ${edu_ind_gender} a-t-il/elle été scolarisé.e ou a-t-il/elle participé à un programme d'éducation de la petite enfance à un moment quelconque de l'année scolaire 2023-2024 ?",NA,NA,NA,"TRUE","${edu_ind_age_schooling} = 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","1","loop","Education","Education - core individual","% of children in the relevant age group (one year before the official primary school entry age) who are attending an early childhood education programme or primary school

% of children in the relevant age group (one year before the official primary school entry age) who are attending primary school

% of school-aged children attending school, by level

% of school-aged children attending school who are at least 2 years above the intended age for grade, by level",74,"select_one l_edu_level_grade","edu_level_grade","During the 2023- 2024 school year, which level or grade or year was child of age: ${edu_ind_age} and gender: ${edu_ind_gender} attending?","Au cours de l'année scolaire 2023-2024, quel niveau et quelle année d'études l'enfant d'âge: ${edu_ind_age} et de genre: ${edu_ind_gender} a-t-il/elle fréquenté ?",NA,NA,NA,"TRUE","selected(${edu_access},'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","1","loop","Education","Education - core individual","% children 5 to 18 y.o. whose education was disrupted, by type of event",75,"note","edu_disrupted_note","During the 2023 – 2024 school year, was the education child of age: ${edu_ind_age} and gender: ${edu_ind_gender} disrupted by any of the following events:","Au cours de l'année scolaire 2023-2024, l'éducation de l'enfant d'âge: ${edu_ind_age} et de genre: ${edu_ind_gender}  a-t-elle été perturbée par l'un des événements suivants :",NA,NA,NA,NA,"selected(${edu_access},'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","1","loop","Education","Education - core individual","% children 5 to 18 y.o. whose education was disrupted, by type of event",76,"select_one l_yn_dnk_pnta","edu_disrupted_hazards","Natural hazards such as flood, cyclone, drought, wildfire or earthquake ?","Les aléas naturels tels que les inondations, les cyclones, la sécheresse, les incendies de forêt ou les tremblements de terre ?",NA,NA,NA,"TRUE","selected(${edu_access},'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","1","loop","Education","Education - core individual","% children 5 to 18 y.o. whose education was disrupted, by type of event",77,"select_one l_yn_dnk_pnta","edu_disrupted_teacher","Teacher's absence","L'absence d'enseignants",NA,NA,NA,"TRUE","selected(${edu_access},'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","1","loop","Education","Education - core individual","% children 5 to 18 y.o. whose education was disrupted, by type of event",78,"select_one l_yn_dnk_pnta","edu_disrupted_displaced","School used as a shelter by displaced persons","Utilisation de l'école comme abri par des personnes déplacées",NA,NA,NA,"TRUE","selected(${edu_access},'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","1","loop","Education","Education - core individual","% children 5 to 18 y.o. whose education was disrupted, by type of event",79,"select_one l_yn_dnk_pnta","edu_disrupted_occupation","School occupied by armed forces/ non-state armed groups","Occupation de l'école par des forces armées/groupes armés non étatiques",NA,NA,NA,"TRUE","selected(${edu_access},'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","1","loop","Education","Education - core individual","% children 5 to 18 y.o. not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason",80,"select_one l_edu_barrier","edu_barrier","During the 2023-2024 school year, what was the main reason child of age: ${edu_ind_age} and gender: ${edu_ind_gender} did not access formal school?","Au cours de l'année scolaire 2023-2024, quelle a été la principale raison pour laquelle l'enfant d'âge: ${edu_ind_age} et de genre: ${edu_ind_gender} n'a pas eu accès à l'école formelle ?",NA,NA,NA,"TRUE","selected(${edu_access},'no')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","1","loop","Education","Education - core individual","% children 5 to 18 y.o. not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason",80,"text","other_edu_barrier","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${edu_barrier},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","1","loop",NA,NA,NA,NA,"end_repeat","edu_ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","1","loop",NA,NA,NA,NA,"end_group","edu","Education","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","1","main",NA,NA,NA,NA,"begin_group","shelter","Shelter","Abris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","1","main",NA,NA,NA,NA,"note","snfi_note","This next section will ask questions about your shelter.","La section suivante s'intéresse à votre abris.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","1","main","Shelter","Living in adequate shelter","% of households by type of shelter they currently live in",426,"select_one l_snfi_shelter_type","snfi_shelter_type","What best describes the shelter situation of this household?","Qu'est-ce qui décrit le mieux la situation de logement de votre ménage ?","Collective shelter means that more than one household live in the same shelter and are not hosted by a specific household. 
Hosting arrangements usually refer to households hosting / being hosted by another household.","Un abri collectif signifie que plusieurs ménages vivent dans le même abri et ne sont pas hébergés par un ménage spécifique. 
Les modalités d'hébergement font généralement référence aux ménages qui hébergent ou sont hébergés par un autre ménage.",NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","1","main","Shelter","Living in adequate shelter","% of households by type of shelter they currently live in",428,"select_one l_snfi_shelter_type_individual","snfi_shelter_type_individual","What type of shelter does the household currently live in?","Dans quel type d'abri le ménage vit-il actuellement ?",NA,NA,NA,"TRUE","not(selected(${snfi_shelter_type}, 'none') or selected(${snfi_shelter_type}, 'collective_center') or selected(${snfi_shelter_type}, 'pnta'))",NA,NA,NA,NA,"Ne peut pas sélectionner ""Aucun dommage"", ""Ne sait pas"" ou ""Préfère ne pas répondre avec une autre option de réponse",NA,NA,NA,NA,NA,NA
"118","1","main","Shelter","Living in adequate shelter","% of households by type of shelter they currently live in",428,"text","other_snfi_shelter_type_individual","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${snfi_shelter_type_individual},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","1","main","Shelter","Living in adequate shelter","% of households reporting enclosure issues",430,"select_multiple l_snfi_shelter_issue","snfi_shelter_issue","What issues do members of your household face in the dwelling where you currently live?","Quels problèmes rencontrent les membres de votre ménage dans le logement que vous occupez actuellement?","Read the responses aloud.

In the case of several shelters, households should report on their primary shelter.","Lire les options de réponse à voix haute.

Dans le cas de plusieurs abris, les ménages doivent indiquer leur abri principal.",NA,"TRUE","not(selected(${snfi_shelter_type}, 'none'))","not((selected(., 'none') or selected(., 'dnk') or selected(., 'pnta')) and count-selected(.)>1)",NA,NA,"Cannot select ""No issue"", ""Don't know and ""Prefer not to answer"" with any other option","Ne peut pas sélectionner ""Pas de problème"", ""Ne sait pas"" ou ""Préfère ne pas répondre"" avec une autre option de réponse",NA,NA,NA,NA,NA,NA
"120","1","main","Shelter","Living in adequate shelter","% of households reporting enclosure issues",430,"text","other_snfi_shelter_issue","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${snfi_shelter_issue},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","1","main","Shelter","Functional domestic space","% of households reporting they cannot cook in their dwelling",431,"select_one l_snfi_fds_cooking","snfi_fds_cooking","Are members of your household able to cook where you live?","Les membres de votre foyer sont-ils en mesure de cuisiner là où vous vivez ?",NA,NA,NA,"TRUE","not(selected(${snfi_shelter_type}, 'none'))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
